Generic Name	SMILES	Drug Bank ID	URL	Drug Groups	Score
Nomegestrol	DB11636	CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C	https://go.drugbank.com/drugs/DB11636	approved	-629.41
Delamanid	DB11637	C[C@]1(COC2=CC=C(C=C2)N2CCC(CC2)OC2=CC=C(OC(F)(F)F)C=C2)CN2C=C(N=C2O1)[N+]([O-])=O	https://go.drugbank.com/drugs/DB11637	approved; investigational	-631.656
Amifampridine	DB11640	NC1=CC=NC=C1N	https://go.drugbank.com/drugs/DB11640	approved; investigational	-628.042
Pitolisant	DB11642	ClC1=CC=C(CCCOCCCN2CCCCC2)C=C1	https://go.drugbank.com/drugs/DB11642	approved; investigational	-639.778
Tafamidis	DB11644	OC(=O)C1=CC=C2N=C(OC2=C1)C1=CC(Cl)=CC(Cl)=C1	https://go.drugbank.com/drugs/DB11644	approved; investigational	-633.44
Tucatinib	DB11652	CC1=CC(NC2=NC=NC3=CC=C(NC4=NC(C)(C)CO4)C=C23)=CC=C1OC1=CC2=NC=NN2C=C1	https://go.drugbank.com/drugs/DB11652	approved; investigational	-638.195
Rebamipide	DB11656	OC(=O)C(CC1=CC(=O)NC2=C1C=CC=C2)NC(=O)C1=CC=C(Cl)C=C1	https://go.drugbank.com/drugs/DB11656	approved; investigational	-707.464
Curcumin	DB11672	COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=CC=C1O	https://go.drugbank.com/drugs/DB11672	approved; experimental; investigational	-632.971
Treosulfan	DB11678	CS(=O)(=O)OC[C@H](O)[C@@H](O)COS(C)(=O)=O	https://go.drugbank.com/drugs/DB11678	approved; investigational	-630.111
Selumetinib	DB11689	CN1C=NC2=C(F)C(NC3=C(Cl)C=C(Br)C=C3)=C(C=C12)C(=O)NOCCO	https://go.drugbank.com/drugs/DB11689	approved; investigational	-631.11
Naldemedine	DB11691	[H][C@@]12OC3=C4C(C[C@@]5([H])N(CC6CC6)CC[C@@]14[C@@]5(O)CC(C(=O)NC(C)(C)C1=NC(=NO1)C1=CC=CC=C1)=C2O)=CC=C3O	https://go.drugbank.com/drugs/DB11691	approved; investigational	-617.945
Acalabrutinib	DB11703	CC#CC(=O)N1CCC[C@H]1C1=NC(=C2N1C=CN=C2N)C1=CC=C(C=C1)C(=O)NC1=CC=CC=N1	https://go.drugbank.com/drugs/DB11703	approved; investigational	-630.811
Iomeprol	DB11705	CN(C(=O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I	https://go.drugbank.com/drugs/DB11705	approved; investigational	-564.884
Tezacaftor	DB11712	CC(C)(CO)C1=CC2=CC(NC(=O)C3(CC3)C3=CC=C4OC(F)(F)OC4=C3)=C(F)C=C2N1C[C@@H](O)CO	https://go.drugbank.com/drugs/DB11712	approved; investigational	-360.921
Encorafenib	DB11718	COC(=O)N[C@@H](C)CNC1=NC=CC(=N1)C1=CN(N=C1C1=CC(Cl)=CC(NS(C)(=O)=O)=C1F)C(C)C	https://go.drugbank.com/drugs/DB11718	approved; investigational	-631.281
Ribociclib	DB11730	CN(C)C(=O)C1=CC2=CN=C(NC3=CC=C(C=N3)N3CCNCC3)N=C2N1C1CCCC1	https://go.drugbank.com/drugs/DB11730	approved; investigational	-508.201
Lasmiditan	DB11732	CN1CCC(CC1)C(=O)C1=CC=CC(NC(=O)C2=C(F)C=C(F)C=C2F)=N1	https://go.drugbank.com/drugs/DB11732	approved; investigational	-596.028
Galactose	DB11735	[H]C(=O)[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO	https://go.drugbank.com/drugs/DB11735	approved; investigational	-651.279
Rilmenidine	DB11738	C1CC1C(NC1=NCCO1)C1CC1	https://go.drugbank.com/drugs/DB11738	approved; investigational	-650.65
Ebastine	DB11742	CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB11742	approved; investigational	-548.555
Benfotiamine	DB11748	C\C(N(CC1=CN=C(C)N=C1N)C=O)=C(/CCOP(O)(O)=O)SC(=O)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB11748	approved; experimental	-669.598
Clobetasol	DB11750	[H][C@@]12C[C@H](C)[C@](O)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	https://go.drugbank.com/drugs/DB11750	approved; experimental; investigational	-626.542
Cabotegravir	DB11751	C[C@H]1CO[C@@H]2CN3C=C(C(=O)NCC4=CC=C(F)C=C4F)C(=O)C(O)=C3C(=O)N12	https://go.drugbank.com/drugs/DB11751	approved; investigational	-706.691
Rifamycin	DB11753	CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C=C(O)C4=C3C2=O	https://go.drugbank.com/drugs/DB11753	approved; investigational	-543.945
Istradefylline	DB11757	[H]\C(=C(\[H])C1=CC(OC)=C(OC)C=C1)C1=NC2=C(N1C)C(=O)N(CC)C(=O)N2CC	https://go.drugbank.com/drugs/DB11757	approved; investigational	-528.908
Zytron	DB11768	COP(=S)(NC(C)C)OC1=CC=C(Cl)C=C1Cl	https://go.drugbank.com/drugs/DB11768	approved; investigational	-658.811
Capmatinib	DB11791	CNC(=O)C1=C(F)C=C(C=C1)C1=NN2C(CC3=CC4=C(C=C3)N=CC=C4)=CN=C2N=C1	https://go.drugbank.com/drugs/DB11791	approved; investigational	-569.045
Niraparib	DB11793	NC(=O)C1=CC=CC2=CN(N=C12)C1=CC=C(C=C1)[C@@H]1CCCNC1	https://go.drugbank.com/drugs/DB11793	approved; investigational	-607.789
Fostemsavir	DB11796	COC1=CN=C(N2C=NC(C)=N2)C2=C1C(=CN2COP(O)(O)=O)C(=O)C(=O)N1CCN(CC1)C(=O)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB11796	approved; investigational	-618.973
Bictegravir	DB11799	OC1=C2N(C[C@H]3O[C@@H]4CC[C@@H](C4)N3C2=O)C=C(C(=O)NCC2=C(F)C=C(F)C=C2F)C1=O	https://go.drugbank.com/drugs/DB11799	approved; investigational	-626.492
Tivozanib	DB11800	COC1=C(OC)C=C2C(OC3=CC(Cl)=C(NC(=O)NC4=NOC(C)=C4)C=C3)=CC=NC2=C1	https://go.drugbank.com/drugs/DB11800	approved; investigational	-645.297
Tilarginine	DB11815	CNC(=N)NCCC[C@H](N)C(O)=O	https://go.drugbank.com/drugs/DB11815	approved; investigational	-656.774
Baricitinib	DB11817	CCS(=O)(=O)N1CC(CC#N)(C1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1	https://go.drugbank.com/drugs/DB11817	approved; investigational	-631.644
Nifurtimox	DB11820	CC1CS(=O)(=O)CCN1\N=C\C1=CC=C(O1)[N+]([O-])=O	https://go.drugbank.com/drugs/DB11820	approved; investigational	-628.76
Esketamine	DB11823	CN[C@@]1(CCCCC1=O)C1=CC=CC=C1Cl	https://go.drugbank.com/drugs/DB11823	approved; investigational	-624.193
Ertugliflozin	DB11827	CCOC1=CC=C(CC2=CC(=CC=C2Cl)[C@]23OC[C@](CO)(O2)[C@@H](O)[C@H](O)[C@H]3O)C=C1	https://go.drugbank.com/drugs/DB11827	approved; investigational	-705.119
Neratinib	DB11828	CCOC1=C(NC(=O)\C=C\CN(C)C)C=C2C(NC3=CC=C(OCC4=CC=CC=N4)C(Cl)=C3)=C(C=NC2=C1)C#N	https://go.drugbank.com/drugs/DB11828	approved; investigational	-616.9
Osilodrostat	DB11837	FC1=C(C=CC(=C1)C#N)[C@H]1CCC2=CN=CN12	https://go.drugbank.com/drugs/DB11837	approved; investigational	-692.153
Relugolix	DB11853	CONC(=O)NC1=CC=C(C=C1)C1=C(CN(C)C)C2=C(S1)N(CC1=C(F)C=CC=C1F)C(=O)N(C2=O)C1=CC=C(OC)N=N1	https://go.drugbank.com/drugs/DB11853	approved; investigational	-232.321
Revefenacin	DB11855	CN(CCN1CCC(CC1)OC(=O)NC1=CC=CC=C1C1=CC=CC=C1)C(=O)C1=CC=C(CN2CCC(CC2)C(N)=O)C=C1	https://go.drugbank.com/drugs/DB11855	approved; investigational	-403.82
Brexanolone	DB11859	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(C)=O	https://go.drugbank.com/drugs/DB11859	approved; investigational	-702.01
Apalutamide	DB11901	CNC(=O)C1=CC=C(C=C1F)N1C(=S)N(C(=O)C11CCC1)C1=CC(=C(N=C1)C#N)C(F)(F)F	https://go.drugbank.com/drugs/DB11901	approved; investigational	-596.295
Valbenazine	DB11915	COC1=C(OC)C=C2[C@H]3C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN3CCC2=C1	https://go.drugbank.com/drugs/DB11915	approved; investigational	-733.739
Deflazacort	DB11921	[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@]([H])(O)C[C@]3(C)[C@@]1(N=C(C)O2)C(=O)COC(C)=O	https://go.drugbank.com/drugs/DB11921	approved; investigational	-638.08
Abametapir	DB11932	CC1=CC=C(N=C1)C1=CC=C(C)C=N1	https://go.drugbank.com/drugs/DB11932	approved; investigational	-629.53
Bempedoic acid	DB11936	CC(C)(CCCCCC(O)CCCCCC(C)(C)C(O)=O)C(O)=O	https://go.drugbank.com/drugs/DB11936	approved; investigational	-633.027
Selinexor	DB11942	FC(F)(F)C1=CC(=CC(=C1)C1=NN(\C=C/C(=O)NNC2=NC=CN=C2)C=N1)C(F)(F)F	https://go.drugbank.com/drugs/DB11942	approved; investigational	-618.898
Delafloxacin	DB11943	NC1=NC(N2C=C(C(O)=O)C(=O)C3=CC(F)=C(N4CC(O)C4)C(Cl)=C23)=C(F)C=C1F	https://go.drugbank.com/drugs/DB11943	approved; investigational	-550.897
Lemborexant	DB11951	CC1=NC=C(OC[C@]2(C[C@H]2C(=O)NC2=NC=C(F)C=C2)C2=CC=CC(F)=C2)C(C)=N1	https://go.drugbank.com/drugs/DB11951	approved; investigational	-560.474
Duvelisib	DB11952	C[C@H](NC1=C2N=CNC2=NC=N1)C1=CC2=CC=CC(Cl)=C2C(=O)N1C1=CC=CC=C1	https://go.drugbank.com/drugs/DB11952	approved; investigational	-591.495
Dacomitinib	DB11963	COC1=C(NC(=O)\C=C\CN2CCCCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1	https://go.drugbank.com/drugs/DB11963	approved; investigational	-625.443
Binimetinib	DB11967	CN1C=NC2=C(F)C(NC3=CC=C(Br)C=C3F)=C(C=C12)C(=O)NOCCO	https://go.drugbank.com/drugs/DB11967	approved; investigational	-703.241
Glasdegib	DB11978	CN1CC[C@H](C[C@@H]1C1=NC2=CC=CC=C2N1)NC(=O)NC1=CC=C(C=C1)C#N	https://go.drugbank.com/drugs/DB11978	approved; investigational	-632.091
Elagolix	DB11979	COC1=CC=CC(=C1F)C1=C(C)N(CC2=C(C=CC=C2F)C(F)(F)F)C(=O)N(C[C@H](NCCCC(O)=O)C2=CC=CC=C2)C1=O	https://go.drugbank.com/drugs/DB11979	approved; investigational	-574.332
Entrectinib	DB11986	CN1CCN(CC1)C1=CC=C(C(=O)NC2=NNC3=CC=C(CC4=CC(F)=CC(F)=C4)C=C23)C(NC2CCOCC2)=C1	https://go.drugbank.com/drugs/DB11986	approved; investigational	-647.795
Benznidazole	DB11989	[O-][N+](=O)C1=NC=CN1CC(=O)NCC1=CC=CC=C1	https://go.drugbank.com/drugs/DB11989	approved; investigational	-636.392
Diacerein	DB11994	CC(=O)OC1=CC=CC2=C1C(=O)C1=C(OC(C)=O)C=C(C=C1C2=O)C(O)=O	https://go.drugbank.com/drugs/DB11994	approved; investigational	-634.009
Avatrombopag	DB11995	OC(=O)C1CCN(CC1)C1=C(Cl)C=C(C=N1)C(=O)NC1=NC(C2=CC(Cl)=CS2)=C(S1)N1CCN(CC1)C1CCCCC1	https://go.drugbank.com/drugs/DB11995	approved; investigational	-453.823
Abemaciclib	DB12001	CCN1CCN(CC2=CC=C(NC3=NC=C(F)C(=N3)C3=CC(F)=C4N=C(C)N(C(C)C)C4=C3)N=C2)CC1	https://go.drugbank.com/drugs/DB12001	approved; investigational	-577.179
Fostamatinib	DB12010	COC1=CC(NC2=NC=C(F)C(NC3=NC4=C(OC(C)(C)C(=O)N4COP(O)(O)=O)C=C3)=N2)=CC(OC)=C1OC	https://go.drugbank.com/drugs/DB12010	approved; investigational	-632.459
Alpelisib	DB12015	CC1=C(SC(NC(=O)N2CCC[C@H]2C(N)=O)=N1)C1=CC(=NC=C1)C(C)(C)C(F)(F)F	https://go.drugbank.com/drugs/DB12015	approved; investigational	-646.195
Tecovirimat	DB12020	FC(F)(F)C1=CC=C(C=C1)C(=O)NN1C(=O)[C@H]2[C@H]([C@H]3C=C[C@@H]2[C@@H]2C[C@H]32)C1=O	https://go.drugbank.com/drugs/DB12020	approved; investigational	-693.033
Letermovir	DB12070	COC1=CC=CC(=C1)N1CCN(CC1)C1=NC2=C(C=CC=C2F)[C@H](CC(O)=O)N1C1=CC(=CC=C1OC)C(F)(F)F	https://go.drugbank.com/drugs/DB12070	approved; investigational	-627.148
Telotristat ethyl	DB12095	CCOC(=O)[C@@H](N)CC1=CC=C(C=C1)C1=NC(N)=NC(O[C@H](C2=CC=C(Cl)C=C2N2C=CC(C)=N2)C(F)(F)F)=C1	https://go.drugbank.com/drugs/DB12095	approved; investigational	-395.664
Mannitol busulfan	DB12097	CS(=O)(=O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)COS(C)(=O)=O	https://go.drugbank.com/drugs/DB12097	approved; investigational	-658.555
Sultamicillin	DB12127	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OCOC(=O)[C@@H]1N2C(=O)C[C@@]2([H])S(=O)(=O)C1(C)C	https://go.drugbank.com/drugs/DB12127	approved; investigational	-641.894
Lorlatinib	DB12130	C[C@H]1OC2=C(N)N=CC(=C2)C2=C(C#N)N(C)N=C2CN(C)C(=O)C2=C1C=C(F)C=C2	https://go.drugbank.com/drugs/DB12130	approved; investigational	-686.756
Gilteritinib	DB12141	CCC1=C(NC2CCOCC2)N=C(NC2=CC=C(N3CCC(CC3)N3CCN(C)CC3)C(OC)=C2)C(=N1)C(N)=O	https://go.drugbank.com/drugs/DB12141	approved; investigational	-620.261
Erdafitinib	DB12147	COC1=CC(=CC(OC)=C1)N(CCNC(C)C)C1=CC=C2N=CC(=NC2=C1)C1=CN(C)N=C1	https://go.drugbank.com/drugs/DB12147	approved; investigational	-542.43
Citicoline	DB12153	C[N+](C)(C)CCOP([O-])(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(N)=NC1=O	https://go.drugbank.com/drugs/DB12153	approved; experimental	-628.357
Deutetrabenazine	DB12161	[2H]C([2H])([2H])OC1=CC2=C(C=C1OC([2H])([2H])[2H])[C@@H]1CC(=O)[C@@H](CC(C)C)CN1CC2	https://go.drugbank.com/drugs/DB12161	approved; investigational	-635.698
Edaravone	DB12243	CC1=NN(C(=O)C1)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB12243	approved; investigational	-652.905
Triclabendazole	DB12245	CSC1=NC2=C(N1)C=C(Cl)C(OC1=CC=CC(Cl)=C1Cl)=C2	https://go.drugbank.com/drugs/DB12245	approved; investigational	-713.353
Brigatinib	DB12267	COC1=CC(=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1)N1CCC(CC1)N1CCN(C)CC1	https://go.drugbank.com/drugs/DB12267	approved; investigational	-627.987
Propiverine	DB12278	CCCOC(C(=O)OC1CCN(C)CC1)(C1=CC=CC=C1)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB12278	approved; investigational	-681.905
Nefopam	DB12293	CN1CCOC(C2=CC=CC=C2)C2=CC=CC=C2C1	https://go.drugbank.com/drugs/DB12293	approved; investigational	-712.594
P-nitrobiphenyl	DB12300	O=N(=O)C1=CC=C(C=C1)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB12300	approved; experimental; investigational	-626.429
Doravirine	DB12301	CN1C(=O)NN=C1CN1C=CC(=C(OC2=CC(=CC(Cl)=C2)C#N)C1=O)C(F)(F)F	https://go.drugbank.com/drugs/DB12301	approved; investigational	-630.641
Dopexamine	DB12313	OC1=C(O)C=C(CCNCCCCCCNCCC2=CC=CC=C2)C=C1	https://go.drugbank.com/drugs/DB12313	approved; investigational	-639.117
Cantharidin	DB12328	[H][C@]12CC[C@]([H])(O1)[C@]1(C)C(=O)OC(=O)[C@]21C	https://go.drugbank.com/drugs/DB12328	approved; investigational	-629.441
Rucaparib	DB12332	CNCC1=CC=C(C=C1)C1=C2CCNC(=O)C3=C2C(N1)=CC(F)=C3	https://go.drugbank.com/drugs/DB12332	approved; investigational	-628.902
Temocillin	DB12343	CO[C@]1(NC(=O)C(C(O)=O)C2=CSC=C2)[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O	https://go.drugbank.com/drugs/DB12343	approved; investigational	-634.18
Diaminopropanol tetraacetic acid	DB12362	OC(CN(CC(O)=O)CC(O)=O)CN(CC(O)=O)CC(O)=O	https://go.drugbank.com/drugs/DB12362	approved; investigational	-694.845
Betrixaban	DB12364	COC1=CC=C(NC(=O)C2=CC=C(C=C2)C(=N)N(C)C)C(=C1)C(=O)NC1=CC=C(Cl)C=N1	https://go.drugbank.com/drugs/DB12364	approved; investigational	-641.347
Siponimod	DB12371	CCC1=CC(=CC=C1CN1CC(C1)C(O)=O)C(\C)=N\OCC1=CC=C(C2CCCCC2)C(=C1)C(F)(F)F	https://go.drugbank.com/drugs/DB12371	approved; investigational	-705.752
Relebactam	DB12377	OS(=O)(=O)ON1[C@H]2C[N@]([C@@H](CC2)C(=O)NC2CCNCC2)C1=O	https://go.drugbank.com/drugs/DB12377	approved; investigational	-695.431
Bromperidol	DB12401	OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Br)C=C1	https://go.drugbank.com/drugs/DB12401	approved; investigational	-648.678
Remimazolam	DB12404	COC(=O)CC[C@@H]1N=C(C2=CC=CC=N2)C2=CC(Br)=CC=C2N2C(C)=CN=C12	https://go.drugbank.com/drugs/DB12404	approved; investigational	-634.91
Iobitridol	DB12407	CN(CC(O)CO)C(=O)C1=C(I)C(C(=O)N(C)CC(O)CO)=C(I)C(NC(=O)C(CO)CO)=C1I	https://go.drugbank.com/drugs/DB12407	approved; investigational	-632.122
Steviolbioside	DB12434	C[C@@]12CCC[C@](C)([C@H]1CC[C@@]13CC(=C)[C@@](C1)(CC[C@@H]23)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(O)=O	https://go.drugbank.com/drugs/DB12434	approved; investigational	-624.747
Rimegepant	DB12457	N[C@H]1[C@@H](CC[C@@H](OC(=O)N2CCC(CC2)N2C(=O)NC3=NC=CC=C23)C2=C1C=CC=N2)C1=C(F)C(F)=CC=C1	https://go.drugbank.com/drugs/DB12457	approved; investigational	-648.786
Favipiravir	DB12466	NC(=O)C1=NC(F)=CN=C1O	https://go.drugbank.com/drugs/DB12466	approved; investigational	-626.993
Taurolidine	DB12473	O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1	https://go.drugbank.com/drugs/DB12473	approved; investigational	-638.146
Lynestrenol	DB12474	C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)C#C	https://go.drugbank.com/drugs/DB12474	approved; investigational	-632.361
Copanlisib	DB12483	COC1=C(OCCCN2CCOCC2)C=CC2=C1N=C(NC(=O)C1=CN=C(N)N=C1)N1CCN=C21	https://go.drugbank.com/drugs/DB12483	approved; investigational	-626.609
Piritramide	DB12492	NC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)N1CCCCC1	https://go.drugbank.com/drugs/DB12492	approved; investigational	-703.775
Clascoterone	DB12499	[H][C@@]12CC[C@](OC(=O)CC)(C(=O)CO)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	https://go.drugbank.com/drugs/DB12499	approved; investigational	-708.853
Fedratinib	DB12500	CC1=CN=C(NC2=CC=C(OCCN3CCCC3)C=C2)N=C1NC1=CC=CC(=C1)S(=O)(=O)NC(C)(C)C	https://go.drugbank.com/drugs/DB12500	approved; investigational	-630.555
Mizolastine	DB12523	CN(C1CCN(CC1)C1=NC2=C(C=CC=C2)N1CC1=CC=C(F)C=C1)C1=NC=CC(=O)N1	https://go.drugbank.com/drugs/DB12523	approved; investigational	-675.924
Nitrite	DB12529	[O-]N=O	https://go.drugbank.com/drugs/DB12529	approved; investigational	-630.285
Oxetacaine	DB12532	CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC1=CC=CC=C1)C(C)(C)CC1=CC=CC=C1	https://go.drugbank.com/drugs/DB12532	approved; investigational	-629.725
Benzodiazepine	DB12537	N1N=CC=CC2=CC=CC=C12	https://go.drugbank.com/drugs/DB12537	approved; investigational	-655.848
Mebeverine	DB12554	CCN(CCCCOC(=O)C1=CC(OC)=C(OC)C=C1)C(C)CC1=CC=C(OC)C=C1	https://go.drugbank.com/drugs/DB12554	approved; investigational	-472.578
Ozanimod	DB12612	CC(C)OC1=C(C=C(C=C1)C1=NC(=NO1)C1=C2CC[C@H](NCCO)C2=CC=C1)C#N	https://go.drugbank.com/drugs/DB12612	approved; investigational	-277.919
Plazomicin	DB12615	CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@@H](C[C@H](N)[C@@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H]2O)NC(=O)[C@@H](O)CCN)OC[C@]1(C)O	https://go.drugbank.com/drugs/DB12615	approved; investigational	-356.474
Protionamide	DB12667	CCCC1=CC(=CC=N1)C(N)=S	https://go.drugbank.com/drugs/DB12667	approved; investigational	-667.518
Perazine	DB12710	CN1CCN(CCCN2C3=CC=CC=C3SC3=CC=CC=C23)CC1	https://go.drugbank.com/drugs/DB12710	approved; investigational	-667.485
Sotagliflozin	DB12713	CCOC1=CC=C(CC2=CC(=CC=C2Cl)[C@@H]2O[C@H](SC)[C@@H](O)[C@H](O)[C@H]2O)C=C1	https://go.drugbank.com/drugs/DB12713	approved; investigational	-583.604
Fenpropidin	DB12728	CC(CN1CCCCC1)CC1=CC=C(C=C1)C(C)(C)C	https://go.drugbank.com/drugs/DB12728	approved; experimental	-539.176
Gaxilose	DB12767	OC[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)C=O	https://go.drugbank.com/drugs/DB12767	approved; investigational	-631.897
Benserazide	DB12783	NC(CO)C(=O)NNCC1=C(O)C(O)=C(O)C=C1	https://go.drugbank.com/drugs/DB12783	approved; investigational	-653.289
Dinoprost	DB12789	[H]\C(CCCC(O)=O)=C(/[H])C[C@@]1([H])[C@@]([H])(O)C[C@@]([H])(O)[C@]1([H])C(\[H])=C(/[H])[C@@]([H])(O)CCCCC	https://go.drugbank.com/drugs/DB12789	approved; investigational	-592.998
Boscalid	DB12792	ClC1=CC=C(C=C1)C1=C(NC(=O)C2=C(Cl)N=CC=C2)C=CC=C1	https://go.drugbank.com/drugs/DB12792	approved; experimental	-575.364
Trifarotene	DB12808	CC(C)(C)C1=CC(=CC=C1N1CCCC1)C1=CC(=CC=C1OCCO)C1=CC=C(C=C1)C(O)=O	https://go.drugbank.com/drugs/DB12808	approved; investigational	-500.571
Perflubutane	DB12821	FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F	https://go.drugbank.com/drugs/DB12821	approved; investigational	-623.01
Lefamulin	DB12825	[H][C@@]12C(=O)CC[C@]11CCC(C)[C@@]2(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]1C)OC(=O)CS[C@@H]1CC[C@@H](N)C[C@H]1O	https://go.drugbank.com/drugs/DB12825	approved; investigational	-565.076
Secnidazole	DB12834	CC(O)CN1C(C)=NC=C1N(=O)=O	https://go.drugbank.com/drugs/DB12834	approved	-632.587
Benperidol	DB12867	OC1=NC2=CC=CC=C2N1C1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1	https://go.drugbank.com/drugs/DB12867	approved; investigational	-571.904
Oxatomide	DB12877	O=C1NC2=C(C=CC=C2)N1CCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB12877	approved; investigational	-573.813
Tazemetostat	DB12887	CCN(C1CCOCC1)C1=C(C)C(=CC(=C1)C1=CC=C(CN2CCOCC2)C=C1)C(=O)NCC1=C(C)C=C(C)NC1=O	https://go.drugbank.com/drugs/DB12887	approved; investigational	-450.384
Nicoboxil	DB12911	CCCCOCCOC(=O)C1=CN=CC=C1	https://go.drugbank.com/drugs/DB12911	approved; investigational	-645.868
Ozenoxacin	DB12924	CNC1=NC=C(C=C1C)C1=CC=C2C(=O)C(=CN(C3CC3)C2=C1C)C(O)=O	https://go.drugbank.com/drugs/DB12924	approved; investigational	-686.149
Isoxaflutole	DB12938	[H]C1=NOC(=C1C(=O)C1=C(C([H])=C(C([H])=C1[H])C(F)(F)F)S(=O)(=O)C([H])([H])[H])C1([H])C([H])([H])C1([H])[H]	https://go.drugbank.com/drugs/DB12938	approved; experimental; investigational	-625.39
Darolutamide	DB12941	C[C@@H](CN1C=CC(=N1)C1=CC=C(C#N)C(Cl)=C1)NC(=O)C1=NNC(=C1)C(C)O	https://go.drugbank.com/drugs/DB12941	approved; investigational	-625.621
Lactitol	DB12942	OC[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO	https://go.drugbank.com/drugs/DB12942	approved; investigational	-662.04
Dihydralazine	DB12945	NNC1=C2C=CC=CC2=C(NN)N=N1	https://go.drugbank.com/drugs/DB12945	approved; experimental	-698.643
Methylprednisone	DB12952	[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C	https://go.drugbank.com/drugs/DB12952	approved; investigational	-636.436
Pexidartinib	DB12978	FC(F)(F)C1=CC=C(CNC2=NC=C(CC3=CNC4=NC=C(Cl)C=C34)C=C2)C=N1	https://go.drugbank.com/drugs/DB12978	approved; investigational	-581.264
Parthenolide	DB13063	C\C1=C/CC[C@@]2(C)O[C@H]2[C@H]2OC(=O)C(=C)[C@@H]2CC1	https://go.drugbank.com/drugs/DB13063	approved; investigational	-712.147
Macimorelin	DB13074	CC(C)(N)C(=O)N[C@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@H](CC1=CNC2=CC=CC=C12)NC=O	https://go.drugbank.com/drugs/DB13074	approved; investigational	-485.288
Biguanide	DB13100	NC(=N)NC(N)=N	https://go.drugbank.com/drugs/DB13100	approved; investigational	-661.419
Amitriptylinoxide	DB13114	CN(C)(=O)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12	https://go.drugbank.com/drugs/DB13114	approved; investigational	-630.637
